,État,Marque,Date,nom,Prix,Description,keep,cat
106,NEUF SANS ÉTIQUETTE,KTM,2022-04-06,T-SHIRT KTM RACING,20.0,"T-SHIRT KTM X RED BULL RACING 
ACHETER EN CONCESSION KTM.
ESSAYER 1 FOIS MAIS TROP GRAND POUR MOI ÉTAT NEUF !",True,Undefined
107,TRÈS BON ÉTAT,RALPH LAUREN,2022-04-07,T-SHIRT RALPH LAUREN,28.0,"T-SHIRT RALPH LAUREN

-》TAILLE S
-》TRÈS BON ÉTAT ET SANS AUCUN DÉFAUT
-》TOUT MES VÊTEMENTS SONT AUTHENTIQUES
-》ENVOI RAPIDE EN 24/48 H MAXIMUM 🚚 
-》N'HÉSITEZ PAS À VENIR EN MP POUR FAIRE DES LOTS ✅ 

JE RESTE DISPONIBLE, N'HÉSITEZ PAS 😊 

#ALAMODE #CHIC #TENDANCE #FRIPERIEENLIGNE #FRIPERIE
#RALPHLAUREN",True,Fashion
108,TRÈS BON ÉTAT,RALPH LAUREN,2022-04-03,T-SHIRT RALPH LAUREN,28.0,"T-SHIRT BLEU RALPH LAUREN

-》TAILLE M
-》TRÈS BON ÉTAT ET SANS AUCUN DÉFAUT
-》TOUT MES VÊTEMENTS SONT AUTHENTIQUES
-》ENVOI RAPIDE EN MOINS DE 24H 🚚 
-》N'HÉSITEZ PAS À VENIR EN MP POUR FAIRE DES LOTS ✅ 

JE RESTE DISPONIBLE, N'HÉSITEZ PAS 😊 

#ALAMODE #CHIC #TENDANCE #FRIPERIEENLIGNE #FRIPERIE
#RALPHLAUREN",True,Fashion
109,TRÈS BON ÉTAT,nan,2022-04-03,T-SHIRT MANCHES LONGUES OVER SIZES,15.0,T-SHIRT MANCHES LONGUES OVER SIZES,True,Undefined
110,NEUF SANS ÉTIQUETTE,LACOSTE,2022-04-05,T-SHIRT LACOSTE,35.0,PRATIQUEMENT NEUF PORTE QUELLE FOIS,True,Fashion
111,TRÈS BON ÉTAT,RALPH LAUREN,2022-04-03,T-SHIRT RALPH LAUREN,28.0,"T-SHIRT RALPH LAUREN

-》TAILLE L CORRESPOND PLUS À UN M
-》TRÈS BON ÉTAT ET SANS AUCUN DÉFAUT
-》TOUT MES VÊTEMENTS SONT AUTHENTIQUES
-》ENVOI RAPIDE EN MOINS DE 24H 🚚 
-》N'HÉSITEZ PAS À VENIR EN MP POUR FAIRE DES LOTS ✅ 

JE RESTE DISPONIBLE, N'HÉSITEZ PAS 😊 

#ALAMODE #CHIC #TENDANCE #FRIPERIEENLIGNE #FRIPERIE
#RALPHLAUREN",True,Fashion
112,NEUF SANS ÉTIQUETTE,NIKE AIR,2022-04-09,T-SHIRT,12.0,NEUF JAMAIS PORTÉ,True,FastFashion
113,TRÈS BON ÉTAT,CARHARTT,2022-04-07,T-SHIRT CARHARTT,30.0,"➡️ T-SHIRT CARHARTT RAYÉ 

🌵MARQUE : CARHARTT 

📐TAILLE : S

👔ÉTAT : TRÈS BON ÉTAT 

🌈COULEUR : BLANC/VERT/ROUGE

💰PRIX : 30€

🏎 ENVOIE RAPIDE 

💎COLIS SOIGNÉ 

🎁 ACHAT EN LOT = PRIX TRÈS INTÉRESSANT 

⚠️ MP PLUS D’INFOS 💡",True,Fashion
114,NEUF SANS ÉTIQUETTE,NIKE,2022-04-09,T-SHIRT NIKE,3.0,PORTER QUELQUES FOIS,True,FastFashion
115,TRÈS BON ÉTAT,BOUTIQUE INDÉPENDANTE,2022-04-09,T-SHIRT AMOUR,17.0,"- T-SHIRT BLANC MANCHE COURTE 
- INSCRIPTION AMOUR EN ROUGE 
- COL V
100 % COTON 
TAILLE UNIQUE 
NEUF AVEC ÉTIQUETTE 🏷",True,Undefined
116,TRÈS BON ÉTAT,BOUTIQUE INDÉPENDANTE,2022-04-09,T-SHIRT AMOUR,17.0,"- T-SHIRT BLANC MANCHE COURTE 
- INSCRIPTION AMOUR EN ROUGE 
- COL V
100 % COTON 
TAILLE UNIQUE 
NEUF AVEC ÉTIQUETTE 🏷",True,Undefined
117,TRÈS BON ÉTAT,RALPH LAUREN,2022-04-03,T-SHIRT RALPH LAUREN,28.0,"T-SHIRT GRIS RALPH LAUREN

-》TAILLE M
-》TRÈS BON ÉTAT ET SANS AUCUN DÉFAUT
-》TOUT MES VÊTEMENTS SONT AUTHENTIQUES
-》ENVOI RAPIDE EN MOINS DE 24H 🚚 
-》N'HÉSITEZ PAS À VENIR EN MP POUR FAIRE DES LOTS ✅ 

JE RESTE DISPONIBLE, N'HÉSITEZ PAS 😊 

#ALAMODE #CHIC #TENDANCE #FRIPERIEENLIGNE #FRIPERIE
#RALPHLAUREN",True,Fashion
118,TRÈS BON ÉTAT,VINTAGE,2022-04-04,T-SHIRT TIE & DYE MULTICOLORE,19.0,"T-SHIRT TIE & DYE MULTICOLORE

TAILLE : M


MESURES À PLAT : 

- LONGUEUR : 67CM
- ÉPAULE À ÉPAULE : 47CM
- AISSELLE À AISSELLE : 52CM








TIED-13


#TSHIRT #ETE #SUMMER #TSHIRTETE #TSHIRTSUMMER #TENDANCE #TSHIRTTENDANCE #VINTAGE #TIEDYE #TSHIRTTIEDYE #BF_TIEDYE #FASHION #MODE",True,Undefined
119,NEUF AVEC ÉTIQUETTE,TWIGGY CREATIVE UNIVERSE,2022-04-09,T-SHIRT OVERSIZE TWIGGY CREATIVE UNIVERSE,35.0,"T-SHIRT OVERSIZE BEIGE DE LA MARQUE FRANÇAISE DE STREETWEAR TWIGGY CREATIVE UNIVERSE 100% COTON EN 220GR.
DESSIN DANS LE DOS DE L'ARTISTE HILDE LASZAK.
SERIE LIMITÉE.
NEUF AVEC ÉTIQUETTE.",True,Undefined
120,TRÈS BON ÉTAT,ADIDAS,2022-04-01,"ADIDAS T-SHIRT, ROOD MAAT M",7.5,"ROOD ADIDAS T-SHIRT, GEDRAGEN , HELAAS TE KLEIN , MAAR M",True,FastFashion
121,TRÈS BON ÉTAT,nan,2022-03-26,JUDAS PIEST HEAVY METAL T SHIRT,10.0,OTTIME CONDIZIONI,True,Undefined
122,TRÈS BON ÉTAT,VINTAGE,2022-04-04,T-SHIRT TIE & DYE MULTICOLORE,19.0,"T-SHIRT TIE & DYE MULTICOLORE

TAILLE : L


MESURES À PLAT : 

- LONGUEUR : 70CM
- ÉPAULE À ÉPAULE : 53CM
- AISSELLE À AISSELLE : 55CM








TIED-6


#TSHIRT #ETE #SUMMER #TSHIRTETE #TSHIRTSUMMER #TENDANCE #TSHIRTTENDANCE #VINTAGE #TIEDYE #TSHIRTTIEDYE #BF_TIEDYE #FASHION #MODE",True,Undefined
123,BON ÉTAT,FILA,2022-04-04,T SHIRT FILA,5.0,"T SHIRT FILA À RAYURES 
TAILLE : M (ÉQUIVAUT À S)
COLORIS : NOIR 
MATIÈRE : 96% COTON 4% ELASTHANE 
BON ÉTAT",True,FastFashion
124,TRÈS BON ÉTAT,EASY WEAR,2022-04-09,CAMISETA EASY WEAR,2.5,CAMISETA DE MANGA CORTA BLANCA CON FLECOS VERDES. PUESTA MUY POCAS VECES EN PERFECTAS CONDICIONES. TALLA L (MY FAVORITE T-SHIRT) 😍,True,Undefined
125,NEUF SANS ÉTIQUETTE,BERSHKA,2022-04-09,CAMISETA BERSHKA,3.5,"CAMISETA TRANSPARENTE DE BERSHKA. COLOR VERDE BOTELLA. NUEVA SIN ETIQUETA 
#CAMISETA #CAMISETAMUJER #CAMISETAMANGACORTA #CAMISETATRANSPARENCIAS #CAMISETATRANSPARENTE #CAMISETA40",False,FastFashion
126,NEUF SANS ÉTIQUETTE,STRADIVARIUS,2022-04-09,ZAPATOS STRADIVARIUS,10.0,"ZAPATOS ABIERTOS POR DETRÁS SIN ESTRENAR. TEMPORADA DEL AÑO 2020. TALLA 39 COLOR ROSA
#ZAPATOS #ZAPATOSMUJER #ZAPATOSDETACÓN #ZAPATOSVERANO #ZAPATOSVESTIR #ZAPATOSROSAS #ZAPATOSSTRADIVARIUS #ZAPATOS39",False,Undefined
127,TRÈS BON ÉTAT,BERSHKA,2022-04-09,FALDA LARGA DE PULL & BEAR,9.95,"FALDA LARGA MARRÓN DE BERSHKA. PUESTA SOLO 2 VECES, EN PERFECTAS CONDICIONES. TALLA L
#FALDA #FALDALARGA #FALDAPLISADA #FALDAMARRON #FALDA40",False,FastFashion
128,NEUF SANS ÉTIQUETTE,ZARA,2022-04-09,BLUSA ZARA,9.95,BLUSA DE SHEIN EN COLOR BLANCA CON UN DETALLE DE ANIMAL PRINT. MUY CÓMODA Y FÁCIL DE COMBINAR. TALLA L (TALLA PEQUEÑA) USADA SOLO UN PAR DE VECES.,False,FastFashion
129,TRÈS BON ÉTAT,ADIDAS,2022-04-06,T-SHIRT BLANC ADIDAS,12.0,"TAILLE M CORRECTEMENT, PAS DE TACHE NI USURE.",True,FastFashion
130,TRÈS BON ÉTAT,LACOSTE,2022-03-30,T SHIRT LACOSTE GRIS XS,15.0,PRESQUE PAS PORTÉ JE LE VENDS CAR PAS À MA TAILLE. PRIX NON NÉGOCIABLE.,True,Fashion
131,NEUF AVEC ÉTIQUETTE,MERKLOOS,2022-04-07,DOR T-SHIRT S/M,9.99,NIEUW IN VERPAKKING MET KAARTJE. GESTOPT MET WEBSHOP :’),True,Undefined
132,TRÈS BON ÉTAT,NAKETANO,2022-04-07,T-SHIRT NAKETANO,6.0,"T-SHIRT NAKETANO MOTIF OISEUX.
TRÈS PEU PORTÉ CAR TROP PETIT..",True,Undefined
133,TRÈS BON ÉTAT,RALPH LAUREN,2022-04-09,T-SHIRT RALPH LAUREN,28.0,"T-SHIRT RALPH LAUREN

-》TAILLE L
-》TRÈS BON ÉTAT ET SANS AUCUN DÉFAUT
-》TOUT MES VÊTEMENTS SONT AUTHENTIQUES
-》ENVOI RAPIDE EN 24/48 H MAXIMUM 🚚 
-》N'HÉSITEZ PAS À VENIR EN MP POUR FAIRE DES LOTS ✅ 

JE RESTE DISPONIBLE, N'HÉSITEZ PAS 😊 

#ALAMODE #CHIC #TENDANCE #FRIPERIEENLIGNE #FRIPERIE
#RALPHLAUREN",True,Fashion
134,NEUF AVEC ÉTIQUETTE,EDWIN,2022-03-28,EDWIN - DRAGON T-SHIRT,30.0,"EDWIN
T-SHIRT UOMO
TAGLIA S
BUONA VESTIBILITÀ,
ARTICOLO NUOVO CON CARTELLINO",True,Undefined
135,TRÈS BON ÉTAT,MKT STUDIO,2022-04-09,T-SHIRT MKT ORANGE,18.0,"T-SHIRT MKT EFFET USED TIE AND DYE, PORTÉ UNE FOIS, TAILLE S MAIS COUPE TRÈS LOOSE, CONVIENT À UN 38/40. LARGEUR SOUS AISSELLES 50 CM LONGUEUR 60 CM.",True,Undefined
136,TRÈS BON ÉTAT,BOUTIQUE INDÉPENDANTE,2022-04-09,T-SHIRT BLANC COEUR ROUGE,17.0,"-T-SHIRT BLANC MANCHE COURTE 
- PETITS CŒURS ROUGE BRODÉS 
- COL V 
100% COTON 
TAILLE UNIQUE 
NEUF AVEC ÉTIQUETTE 🏷",True,Undefined
137,NEUF AVEC ÉTIQUETTE,CALVIN KLEIN,2022-04-05,T- SHIRT CALVIN KLEIN AUTHENTIQUE EN TAILLE L,40.0,"PRIX : 40€ FERME. 

TAILLE L 
NOIR AVEC MOTIF LOGO CALVIN KLEIN DEVANT EN BLEU.

TRÈS JOLI ET CONFORTABLE",False,Undefined
138,NEUF AVEC ÉTIQUETTE,TOMMY HILFIGER,2022-03-25,T-SHIRT TOMMY HILFIGER,28.0,JAMAIS PORTÉ 🌼,True,FastFashion
139,NEUF AVEC ÉTIQUETTE,NOBRAND,2022-04-07,T-SHIRT NOME,25.0,100% COTONE,True,Undefined
140,BON ÉTAT,ELLESSE,2022-04-07,T-SHIRT ELLESSE NÉGOCIABLE,10.0,"PORTÉ PLUSIEURS FOIS 👕
ÉTAT CORRECT ✅
NÉGOCIABLE DANS LA LIMITE DU RAISONNABLE 💶",True,FastFashion
141,NEUF SANS ÉTIQUETTE,EMPORIO ARMANI,2022-04-06,T-SHIRT EMPORIO ARMANI GRIS L/XL,12.5,"NEUF JAMAIS PORTÉ, TAILLE XL MAIS CORRESPOND À UN L SLIM. PRIX NÉGOCIABLE DANS LA LIMITE DU RAISONNABLE 👍",True,Undefined
142,NEUF AVEC ÉTIQUETTE,TOMMY HILFIGER,2022-03-22,T-SHIRT BLEU MARINE TOMMY HILFIGER FEMME,25.0,"T-SHIRT BLEU MARINE COL EN V TOMMY HILFIGER FEMME EN TAILLE S
JAMAIS PORTÉ, NEUF AVEC UNE ÉTIQUETTE

NOM DE L’ARTICLE : T-SHIRT HÉRITAGE COL EN V, COULEUR MIDNIGHT
RÉFÉRENCE DE L’ARTICLE : HTTPS://FR.TOMMY.COM/T-SHIRT-HERITAGE-COL-EN-V-WW0WW24969403",True,FastFashion
143,NEUF SANS ÉTIQUETTE,NIKE,2022-04-01,T-SHIRT NIKE,25.0,"T-SHIRT NIKE EN MATIÈRE DURABLE, IL EST ASSEZ ÉPAIS",True,FastFashion
144,TRÈS BON ÉTAT,NIKE,2022-04-03,T-SHIRT NIKE,10.0,"T-SHIRT NIKE TRES PEU PORTÉ, EN TRÈS BON ÉTAT TAILLE S",True,FastFashion
145,NEUF SANS ÉTIQUETTE,SET,2022-04-05,"SET DUE T SHIRT DI COTONE LEGGERO,BIANCO E NERA CON BORDATURA DORATA,MISURA S DI INTIMISSIMI",10.0,"SET DUE T SHIRT BIANCO E NERA CON BORDI DORATI,COME NUOVE,LAVATE E IGIENIZZATE,MISURA S DI INTIMISSIMI",True,Undefined
146,TRÈS BON ÉTAT,RALPH LAUREN,2022-04-06,T-SHIRT RALPH LAUREN,28.0,"T-SHIRT RALPH LAUREN

-》TAILLE M
-》TRÈS BON ÉTAT ET SANS AUCUN DÉFAUT
-》TOUT MES VÊTEMENTS SONT AUTHENTIQUES
-》ENVOI RAPIDE EN 24/48 H MAXIMUM 🚚 
-》N'HÉSITEZ PAS À VENIR EN MP POUR FAIRE DES LOTS ✅ 

JE RESTE DISPONIBLE, N'HÉSITEZ PAS 😊 

#ALAMODE #CHIC #TENDANCE #FRIPERIEENLIGNE #FRIPERIE
#RALPHLAUREN",True,Fashion
147,NEUF SANS ÉTIQUETTE,RAINBOW,2022-04-01,T-SHIRT LONG T 48 À FILET DANS LE DOS,12.0,"T-SHIRT LONG TAILLE GRAND OVERSIZE T48 AVEC FILET MAILLES TRANSPARENT (VOIR PHOTOS) DANS LE DOS, TRÈS BELLES COULEURS, IDÉAL AUSSI POUR L’ÉTÉ ET LA PLAGE 🏖",True,Undefined
148,BON ÉTAT,RALPH LAUREN,2022-04-05,T-SHIRT MANCHE LONGUE RALPH LAUREN,21.99,"T-SHIRT MANCHE LONGUE RALPH LAUREN EN BON ÉTAT, DÉFAUTS : VOIR PHOTO, TAILLE L TOUTE LES MESURES NÉCESSAIRES SONT EN PHOTO ! 
VOUS AVEZ LA POSSIBILITÉ D’AVOIR DES RÉDUCTIONS SI VOUS FAITES DES LOTS, DITES LE MOI SI VOUS VOULEZ FAIRE UN LOT 😊

#1652",True,Fashion
149,TRÈS BON ÉTAT,RALPH LAUREN,2022-04-02,T-SHIRT RALPH LAUREN,29.0,"T-SHIRT JAUNE RALPH LAUREN

-》TAILLE L
-》TRÈS BON ÉTAT ET SANS AUCUN DÉFAUT
-》TOUT MES VÊTEMENTS SONT AUTHENTIQUES
-》ENVOI RAPIDE EN 24/48 H MAXIMUM 🚚 
-》N'HÉSITEZ PAS À VENIR EN MP POUR FAIRE DES LOTS ✅ 

JE RESTE DISPONIBLE, N'HÉSITEZ PAS 😊 

#ALAMODE #CHIC #TENDANCE #FRIPERIEENLIGNE #FRIPERIE
#RALPHLAUREN",True,Fashion
150,NEUF SANS ÉTIQUETTE,GUESS JEANS,2022-04-02,T SHIRT GUESS RARE OG,40.0,"BONJOUR ! 
JE VENDS AUJOURD’HUI CE TEE SHIRT GUESS VINAGE

CONDITION : NEUF POUR L’ÂGE, JAMAIS PORTÉ
TAILLE : L
ENVOI : PARTOUT DANS TOUTE LA FRANCE ET AILLEURS !
IDÉAL POUR L'ÉTÉ ! 

N’HÉSITEZ PAS À ME MP !",True,Undefined
151,NEUF AVEC ÉTIQUETTE,MOSCHINO,2022-04-03,LOVE MOSCHINO HEREN T SHIRT,50.0,LOVE MOSCHINO HEREN T SHIRT MAAT M NIEUW,True,UltraFashion
152,TRÈS BON ÉTAT,ZARA,2022-04-09,ZARA T-SHIRT MAAT S,2.0,BASIC ZARA T-SHIRT,True,FastFashion
153,NEUF SANS ÉTIQUETTE,nan,2022-04-01,"T-SHIRT DÉCONTRACTÉ, BLANC.100% LIN.CASUAL T-SHIRT, LINEN.",10.0,"NEUF
TAILLE GRAND
TOUR DE POITRINE MAXIMUM 120CM
LONGUEUR 75 CM",True,Undefined
154,NEUF SANS ÉTIQUETTE,CARHARTT,2022-04-09,T SHIRT CARHARTT,24.99,"T-SHIRT EN PARFAIT ÉTAT, PLUS D’INFO EN PRIVÉ",True,Fashion
155,TRÈS BON ÉTAT,MARC JACOBS,2022-04-03,T-SHIRT MARC JACOBS,6.0,"T-SHIRT LITTLE MARC JACOB TURQUOISE EN PARFAIT ÉTAT, TAILLE 4 ANS",True,Undefined
156,TRÈS BON ÉTAT,TOMMY JEANS,2022-04-07,T-SHIRT TOMMY JEANS,20.0,"T-SHIRT TOMMY JEANS NOIR
ÉTAT IMPECCABLE, PORTÉ SEULEMENT QUELQUES FOIS.",True,FastFashion
157,BON ÉTAT,INCONNUE,2022-03-17,T-SHIRT COLLECTION ROLLING STONES CONCERT XL,25.0,"T-SHIRT ROLLING STONES, COLLECTOR
COLLECTION CONCERTS, 
NOIR XL, PORTÉ QUELQUES FOIS, LES ROLLING STONES : UNE LÉGENDE !!! 
VALEUR 
BOUTIQUE COLLECTION CONCERT ACHETÉ 75€. VENDU 25€",True,Undefined
158,TRÈS BON ÉTAT,REEBOK,2022-04-04,VINTAGE REEBOK T-SHIRT,35.0,VINTAGE REEBOK T-SHIRT IN PRACHTIGE STAAT! VALT ALS M!,True,FastFashion
159,TRÈS BON ÉTAT,LACOSTE,2022-04-05,T-SHIRT LACOSTE,28.0,"T-SHIRT LACOSTE

-》TAILLE M
-》TRÈS BON ÉTAT, PETIT DÉFAUT (PHOTO 7)
-》TOUT MES VÊTEMENTS SONT AUTHENTIQUES
-》ENVOI RAPIDE EN 24/48 H MAXIMUM 🚚 
-》N'HÉSITEZ PAS À VENIR EN MP POUR FAIRE DES LOTS ✅ 

JE RESTE DISPONIBLE, N'HÉSITEZ PAS 😊 

#ALAMODE #CHIC #TENDANCE #FRIPERIEENLIGNE #FRIPERIE
#LACOSTE",True,Fashion
160,TRÈS BON ÉTAT,TOMMY HILFIGER,2022-04-06,T-SHIRT TOMMY HILFIGER,29.99,"T-SHIRT TOMMY HILFIGER UOMO. 
COLORAZIONE BLU E BIANCA, TAGLIA S.
CONDIZIONI OTTIME, INDOSSATA POCHE VOLTE E NON HA NESSUN TIPO DI USURA O IMPERFEZIONI.",True,FastFashion
161,BON ÉTAT,THE ROLLING STONES,2022-04-07,T-SHIRT MANCHE COURTE,2.0,PORTÉ PEU DE FOIS,True,Undefined
162,TRÈS BON ÉTAT,TOMMY HILFIGER,2022-04-07,T-SHIRT TOMMY HILFIGER,28.0,"T-SHIRT TOMMY HILFIGER 

-》TAILLE M
-》TRÈS BON ÉTAT ET SANS AUCUN DÉFAUT
-》TOUT MES VÊTEMENTS SONT AUTHENTIQUES
-》ENVOI RAPIDE EN 24/48 H MAXIMUM 🚚 
-》N'HÉSITEZ PAS À VENIR EN MP POUR FAIRE DES LOTS ✅ 

JE RESTE DISPONIBLE, N'HÉSITEZ PAS 😊 

#ALAMODE #CHIC #TENDANCE #FRIPERIEENLIGNE #FRIPERIE 
#TOMMYHILFIGER",True,FastFashion
163,TRÈS BON ÉTAT,RALPH LAUREN,2022-04-02,T-SHIRT RALPH LAUREN,28.0,"T-SHIRT RALPH LAUREN VERT

-》TAILLE S
-》TRÈS BON ÉTAT ET SANS AUCUN DÉFAUT
-》TOUT MES VÊTEMENTS SONT AUTHENTIQUES
-》ENVOI RAPIDE EN 24/48 H MAXIMUM 🚚 
-》N'HÉSITEZ PAS À VENIR EN MP POUR FAIRE DES LOTS ✅ 

JE RESTE DISPONIBLE, N'HÉSITEZ PAS 😊 

#ALAMODE #CHIC #TENDANCE #FRIPERIEENLIGNE #FRIPERIE
#RALPHLAUREN",True,Fashion
164,TRÈS BON ÉTAT,SUPREME,2022-04-09,T-SHIRT MANCHE LONGUE SUPRÊME,80.0,T SHIRT TRÈS BON ÉTAT SUPRÊME,True,UltraFashion
165,TRÈS BON ÉTAT,TOMMY JEANS,2022-04-03,T-SHIRT TOMMY JEANS,10.0,"PAS MAL PORTÉ, MAIS EN TRÈS BON ÉTAT",True,FastFashion
166,TRÈS BON ÉTAT,LEE,2022-03-15,LEE HEREN POLO T-SHIRT. GOEDE KWALITEIT.,5.0,LEE HEREN POLO T-SHIRT,True,Undefined
167,NEUF AVEC ÉTIQUETTE,ERIC FAVRE,2022-04-03,T SHIRT,5.0,T-SHIRT SPORT FEMME ÉRIC FAVRE MATIÈRE FINE ANTI TRANSPIRANT,True,Undefined
168,TRÈS BON ÉTAT,LACOSTE,2022-04-09,JOLI T-SHIRT LACOSTE 🐊 COL ROULÉ MANCHES LONGUES,36.0,"🐙 JOLIE PIECE 100% COTON, MANCHES LONGUES MATIERE TRES DOUCE 

🐬TAILLE : TAILLE INDIQUÉE 

🐟ÉTAT : TRÈS BON ÉTAT 

🦭PHOTOS DE HAUTE QUALITÉ : VOUS POUVEZ ZOOMER POUR VOIR EN DÉTAIL ;)

🐳FRAIS DE PORT RÉDUITS (FORMAT PETIT)

🐠ENVOI DANS LA JOURNÉE OU LE LENDEMAIN DE L’ACHAT !

N’HÉSITEZ PAS À FAIRE UNE OFFRE RAISONNABLE ET/OU À REGARDER MES AUTRES ARTICLES L:)",True,Fashion
169,TRÈS BON ÉTAT,RALPH LAUREN,2022-04-02,T-SHIRT RALPH LAUREN,28.0,"T-SHIRT RALPH LAUREN

-》TAILLE XL MAIS CORRESPOND PLUS À UN L (TAILLE PETIT)
-》TRÈS BON ÉTAT ET SANS AUCUN DÉFAUT
-》TOUT MES VÊTEMENTS SONT AUTHENTIQUES
-》ENVOI RAPIDE EN 24/48 H MAXIMUM 🚚 
-》N'HÉSITEZ PAS À VENIR EN MP POUR FAIRE DES LOTS ✅ 

JE RESTE DISPONIBLE, N'HÉSITEZ PAS 😊 

#ALAMODE #CHIC #TENDANCE #FRIPERIEENLIGNE #FRIPERIE
#RALPHLAUREN",True,Fashion
170,TRÈS BON ÉTAT,NAPAPIJRI,2022-04-02,T-SHIRT GRIS NAPAPIJERI,28.0,"T-SHIRT NAPAPIJERI 

-》TAILLE L
-》TRÈS BON ÉTAT ET SANS AUCUN DÉFAUT
-》TOUT MES VÊTEMENTS SONT AUTHENTIQUES
-》ENVOI RAPIDE EN 24/48 H MAXIMUM 🚚 
-》N'HÉSITEZ PAS À VENIR EN MP POUR FAIRE DES LOTS ✅ 

JE RESTE DISPONIBLE, N'HÉSITEZ PAS 😊 

#ALAMODE #CHIC #TENDANCE #FRIPERIEENLIGNE #FRIPERIE
#NAPAPIJERI",True,Undefined
171,TRÈS BON ÉTAT,VINTAGE,2022-04-04,T-SHIRT TIE & DYE MULTICOLORE,19.0,"T-SHIRT TIE & DYE MULTICOLORE

TAILLE : S


MESURES À PLAT : 

- LONGUEUR : 65CM
- ÉPAULE À ÉPAULE : 43CM
- AISSELLE À AISSELLE : 49CM








TIED-3


#TSHIRT #ETE #SUMMER #TSHIRTETE #TSHIRTSUMMER #TENDANCE #TSHIRTTENDANCE #VINTAGE #TIEDYE #TSHIRTTIEDYE #BF_TIEDYE #FASHION #MODE",True,Undefined
172,TRÈS BON ÉTAT,TOMMY HILFIGER,2022-04-06,T-SHIRT TOMMY HILFIGER,28.0,"T-SHIRT TOMMY HILFIGER 

-》TAILLE L
-》TRÈS BON ÉTAT ET SANS AUCUN DÉFAUT
-》TOUT MES VÊTEMENTS SONT AUTHENTIQUES
-》ENVOI RAPIDE EN 24/48 H MAXIMUM 🚚 
-》N'HÉSITEZ PAS À VENIR EN MP POUR FAIRE DES LOTS ✅ 

JE RESTE DISPONIBLE, N'HÉSITEZ PAS 😊 

#ALAMODE #CHIC #TENDANCE #FRIPERIEENLIGNE #FRIPERIE 
#TOMMYHILFIGER",True,FastFashion
173,NEUF SANS ÉTIQUETTE,VANS,2022-04-09,T-SHIRT VANS,8.0,T-SHIRT VANS COM PADRÃO,True,FastFashion
174,TRÈS BON ÉTAT,VINTAGE,2022-04-04,T-SHIRT TIE & DYE MULTICOLORE,15.0,"T-SHIRT TIE & DYE MULTICOLORE

TAILLE : S


MESURES À PLAT : 

- LONGUEUR : 66CM
- ÉPAULE À ÉPAULE : 42CM
- AISSELLE À AISSELLE : 44CM








TIED-8


#TSHIRT #ETE #SUMMER #TSHIRTETE #TSHIRTSUMMER #TENDANCE #TSHIRTTENDANCE #VINTAGE #TIEDYE #TSHIRTTIEDYE #BF_TIEDYE #FASHION #MODE",True,Undefined
175,NEUF SANS ÉTIQUETTE,NIKKIE,2022-04-04,WIT NIKKIE T-SHIRT,15.0,AMPER GEDRAGEN,True,Undefined
176,TRÈS BON ÉTAT,TOMMY HILFIGER,2022-04-04,GRIJZE T-SHIRT VAN TOMMY,5.0,"GOEDE KWALITEIT, ZIT NIET TE STRAK.",True,FastFashion
177,TRÈS BON ÉTAT,JENNYFER,2022-04-09,T-SHIRT TUNIQUE JENNYFER TRÈS BON ÉTAT S,3.99,"T-SHIRT TUNIQUE JENNYFER

• TAILLE S / 36 / 8

• TRÈS BON ÉTAT, PEU PORTÉ

• MATIÈRE INCONNUE CAR ÉTIQUETTE COUPÉE

#JENNYFER #T-SHIRT #TUNIQUE #ROUGE #MANCHES #COURTES #LOLO121296VÊTEMENTS #S #36 #TRÈS #BON #ÉTAT",True,FastFashion
178,TRÈS BON ÉTAT,H&M,2022-04-09,T-SHIRT COURT EN JERSEY AVEC IMPRESSION H&M TRÈS BON ÉTAT M,3.99,"T-SHIRT COURT EN JERSEY AVEC IMPRESSION H&M

• TAILLE M / 38 / 10

• TRÈS BON ÉTAT, PEU PORTÉ

• MODÈLE COURT ET AMPLE

• 100% COTON

#H&M #DIVIDED #T-SHIRT #ROUGE #ET #BLANC #MANCHES #COURTES #JERSEY #COTON #LOLO121296VÊTEMENTS #M #38 #TRÈS #BON #ÉTAT",True,FastFashion
