,ÉTAT,NOMBRE DE VUES,EMPLACEMENT,MARQUE,TAILLE,AJOUTÉ,nom,prix,description
109,TRÈS BON ÉTAT,3,"MASSA DI SOMMA, ITALIA",LIBERO MILANO ,XL,2022-04-04 15:40:18.404707,Magione libero Milano,30.0,maglione dolcevita in ottime condizioni
110,TRÈS BON ÉTAT,153,FRANCE,RALPH LAUREN ,L,2022-03-31 18:40:18.404709,🤎1/4 zippe Ralph Lauren🤎,45.0,"🤎1/4 zippé Ralph Lauren🤎


état :✅✅✅
taille 🏷: L
envoie dans 48h⏳
prix négociable dans la limite du raisonnable 






#pull #ralphlauren #zipralphlauren
#zipperalphlauren #ralphlauren #poloealphlauren
#ralphlauren #poloralphlauren #bleumarine
#ralphlaurenbleumarine #logobrodé
#poloralphlauren #polo #marron #pullmarron 






année 2000 00 90s vintage 80s 70s y2k patte def brandy melville ftla d'éléphant pantalon jean mom boyfriend large oversize tie and dye aesthetic goth pinterest instagram outfit casual japon cute kawaii bohème pull motif losange leopard serpent python pastel fourrure capuche gilet zip perfecto bretelle maillot de bain lunette porte monnaie feuille homme femme enfant wide leg straight écharpe pendentif puffer manteau doudoune sans manche coton laine polaire bottines jogging short robe t shirt legging sport streetwear jean friperie style crop top hoodie hype juicy couture fashion vibe girl look original handmade unisexe casquette blazer tote bag retro chic sac à main grunge original polo foot noir jaune bleu violet blanc orange marron gris vintage"
111,TRÈS BON ÉTAT,4,"RIO TINTO, PORTUGAL",SPRINGFIELD ,S,2022-04-04 16:40:18.404712,Camisola de homem da Springfield,5.0,"Usado 1/2 X, tamanho S"
112,NEUF SANS ÉTIQUETTE,2,"FALISOLLE, BELGIQUE / BELGIË",BERSHKA ,XS,2022-04-04 14:40:18.404714,Col roulé Bershka - Homme,6.0,jamais porté
113,TRÈS BON ÉTAT,1,"MARSALA, ITALIA",BRAVE SOUL ,XL,2022-04-04 16:40:18.404717,Maglioncino a collo alto,5.0,Colore giallo fluo
114,TRÈS BON ÉTAT,62,FRANCE,RALPH LAUREN ,M,2022-03-31 18:40:18.404719,"Pull Ralph Lauren, Taille M,Laine de Mérinos",65.0,"Prix d'achat : 169 euros. 
🧥 | Pull
🎨 Gros
👌 | État : Très bon état
Taille M
Ensemble 09/10 


Prix Négociable .
-10% pour les abonnés

Merci de lire toute l'annonce ! Les retours ne sont pas autorisés."
115,TRÈS BON ÉTAT,32,"ANGLARDS-DE-SALERS, FRANCE",CKH ,XL,2022-04-04 18:40:18.404722,Sweat-shirt Homme,4.0,"Sweat-shirt Homme
Col roulé avec cordon
Très peu porté"
116,TRÈS BON ÉTAT,34,"SAINT-MARTIN-D'AUXIGNY, FRANCE",LACOSTE ,XS,2022-03-27 18:40:18.404724,Pull col roulé Lacoste orange,45.0,"📌 -10% pour les abonnés 📌

✅ Pull Col roulé Lacoste orange 

🏷 Taille XS

🔍 L’état est irréprochable 9,5/10.

🚛 Article posté sous 48h. 

🤷🏻‍♂️ Je suis disponible si vous avez la moindre question sur le produit."
117,TRÈS BON ÉTAT,2,"CORTES DE LA FRONTERA, ESPAÑA",,L,2022-04-04 18:01:18.404727,"Jersey de lana , el color es como un azul grisáceo talla única",4.5,"Jersey de cuello vuelto es lana , color azul grisáceo"
118,NEUF SANS ÉTIQUETTE,12,"CASTELFRANCO EMILIA, ITALIA",ZARA ,M,2022-04-04 18:40:18.404729,Maglioncino Zara,7.0,"Maglioncino leggero Zara usato solo una volta quindi in perfette condizioni
#menswear #homme #zara #zarahomme #maglioncino #pullover #new #neuf"
119,NEUF SANS ÉTIQUETTE,8,"AMSTERDAM, NEDERLAND",COS ,M,2022-04-04 16:40:18.404732,Coltrui Cashmere,10.0,heerlijke cashmere trui van Cos.
120,NEUF SANS ÉTIQUETTE,3,"TRANI, ITALIA",JOSEPH ,M,2022-04-04 18:10:18.404734,Maglione blu di lana e cashmere,40.0,"Quasi mai indossato, caldo e molto comodo"
121,NEUF SANS ÉTIQUETTE,17,"ASSE, BELGIQUE / BELGIË",ZARA ,XL,2022-04-04 18:40:18.404737,Turtle neck sweather,9.0,"Zara 
new"
122,TRÈS BON ÉTAT,27,FRANCE,THE KOOPLES ,M,2022-03-16 18:40:18.404739,Col roulé the kooples sport,35.0,col roulé the kooples sport taille M en très bon état
123,TRÈS BON ÉTAT,26,ITALIA,BRUNELLA GORI ,M,2022-04-04 18:40:18.404742,Dolcevita uomo in merino,25.0,ottime condizioni
124,TRÈS BON ÉTAT,17,"DACHSTEIN, FRANCE",,M,2022-04-04 18:40:18.404744,Sous pull Taille M,4.5,"95% coton
5% viscose"
125,TRÈS BON ÉTAT,17,"DACHSTEIN, FRANCE",TISSAIA ,M,2022-04-04 18:40:18.404746,Sous pull Taille M,3.0,100% coton
126,TRÈS BON ÉTAT,2,"DACHSTEIN, FRANCE",LIVERGY ,M,2022-03-18 18:40:18.404749,Pull Taille M,4.0,"50% coton 
50% polyacryl"
127,BON ÉTAT,345,"DACHSTEIN, FRANCE",DISNEY ,XXL / 44 / 16,2022-04-04 18:40:18.404751,T-shirt Taille XXL,5.0,100% coton
128,TRÈS BON ÉTAT,98,"DACHSTEIN, FRANCE",DISNEY ,XXL / 44 / 16,2022-04-04 18:40:18.404753,Brassière Taille XXL,5.0,"88% polyester
12% elasthanne"
129,NEUF SANS ÉTIQUETTE,2,"TRUCHTERSHEIM, FRANCE",SLAM ,XL,2022-04-04 18:19:18.404756,Pull homme,15.0,"Très beau pull italien, de taille XXL mais correspond plus à XL"
130,TRÈS BON ÉTAT,135,"CAHORS, FRANCE",RALPH LAUREN ,XL,2022-04-02 18:40:18.404759,Pull Ralph Lauren,35.0,"Porté quelques fois 
COND : 8/10 













#vintage #y2k #vintageluxe #luxe #luxury
#skate #brand #fashion #mode #streetwear
#streetwearvintage #veste #mixte #femme #homme #vintage
année 2000 00 90s vintage 80s 70s y2k patte
def brandy melville ftla
d'éléphant pantalon jean mom
boyfriend large oversize tie and dye
aesthetic goth pinterest instagram outfit casual
japon cute kawaii bohème pull motif losange
leopard serpent python pastel fourrure capuche
gilet zip perfecto bretelle maillot de bain lunette
porte monnaie feuille homme femme enfant
wide leg straight écharpe pendentif puffer
manteau doudoune sans manche coton laine
polaire bottines jogging short robe t shirt
legging sport streetwear jean friperie style crop
top hoodie hype juicy couture fashion
vibe girl look original handmade unisexe
casquette blazer tote bag retro chic sac à main
grunge original polo jogging foot survêtement noir jaune bleu violet blanc orange marron gris vintage"
131,TRÈS BON ÉTAT,2,"BARI, ITALIA",XAGON MAN ,M,2022-04-04 18:40:18.404761,Magione collo alto,15.0,"maglione collo alto di XM Collection, caldissimo e comodissimo, prezzo trattabile"
132,TRÈS BON ÉTAT,4,"MASSA DI SOMMA, ITALIA",LIBERO MILANO ,XL,2022-04-04 15:40:18.404764,Magione libero Milano,30.0,maglione dolcevita in ottime condizioni
133,TRÈS BON ÉTAT,6,"VILLA PIGNA, ITALIA",ESSENCE ,L,2022-03-30 18:40:18.404766,Maglione a collo alt,40.0,quasi nuovo
134,TRÈS BON ÉTAT,61,ESPAÑA,TOMMY HILFIGER ,L,2022-03-21 18:40:18.404769,Sudadera Tommy Hilfiger de cuello.,20.0,"Poco usado, se conserva muy bien."
135,TRÈS BON ÉTAT,17,"CASTELLAMMARE DI STABIA, ITALIA",H&M ,L,2022-04-04 18:40:18.404772,Felpa H&M,5.0,felpa come nuova
136,TRÈS BON ÉTAT,5,"RIO TINTO, PORTUGAL",SPRINGFIELD ,S,2022-04-04 16:40:18.404774,Camisola de homem da Springfield,5.0,"Usado 1/2 X, tamanho S"
137,TRÈS BON ÉTAT,31,"AMSTERDAM, NEDERLAND",RALPH LAUREN ,M,2022-03-23 18:40:18.404777,Ralph Lauren trui,40.0,Ziet er nog helemaal goed uit.100% katoen.
138,TRÈS BON ÉTAT,60,"WATERLOO, BELGIQUE / BELGIË",ARTE ,XS,2022-03-19 18:40:18.404794,Col roulé léger noir de Arte Antwerp,60.0,"Authentique Produit de la marque Arte Antwerp nommé « Louis ».
Collection Automne-Hiver 2021
En très bon état , porté quelques fois.
Prix neuf : 75€
Prix négociable 
Taille XS mais convient à un S."
139,TRÈS BON ÉTAT,26,FRANCE,CHAPS ,L,2022-03-17 18:40:18.404803,Pull/Sweat à Col Roulé Chaps Noir,19.0,"Pull/Sweat à Col Roulé Chaps Noir 


Taille : L


Mesures qui sont prisent à plat 📏 : 

- Longueur : 65cm
- Épaule à épaule : 50cm
- Aisselle à aisselle : 64cm
- Manches : 60cm


Le pull est déjà lavé et repassé 👍







VLPU-6


#pull #pullvintage #vintagestyle #vintagemode #oversize #sweat #bonplan #tendance #mode #exclusif #pullstreetwear #pullsportwear #sweatsportwear #sweatstreetwear #vl_sweatpull #sweatvintage #workwear #sweattendance #pulltendance"
140,TRÈS BON ÉTAT,38,FRANCE,RALPH LAUREN ,S,2022-04-04 18:40:18.404806,Pull Demi-Zip Ralph Lauren,45.0,"Pull Demi-Zip Ralph Lauren 🏇
• Taille : S (adulte), XL (enfant)
• Couleur : Noir et Rouge 🎨
• En très bon état ✅ 
Besoin de renseignements ou de négociations n'hésitez pas dans la limite du raisonnable"
141,NEUF SANS ÉTIQUETTE,3,"FALISOLLE, BELGIQUE / BELGIË",BERSHKA ,XS,2022-04-04 14:40:18.404809,Col roulé Bershka - Homme,6.0,jamais porté
142,TRÈS BON ÉTAT,175,"CANET D'EN BERENGUER, ESPAÑA",ASOS ,M,2022-04-04 18:40:18.404812,Jersey oversized de cuello vuelto ASOS design,15.0,"Jersey de punto con cuello vuelto y mangas abiertas oversized de ASOS design
Estado 9/10
talla M fits L"
143,TRÈS BON ÉTAT,2,"MARSALA, ITALIA",BRAVE SOUL ,XL,2022-04-04 16:40:18.404815,Maglioncino a collo alto,5.0,Colore giallo fluo
144,TRÈS BON ÉTAT,6,"MOUILLERON-LE-CAPTIF, FRANCE",POLO RALPH LAUREN ,L,2022-04-04 17:57:18.404818,Polo (pull),17.0,polo (pull) porté quelques fois...
145,TRÈS BON ÉTAT,176,"CANET D'EN BERENGUER, ESPAÑA",ASOS ,M,2022-04-04 18:40:18.404821,Jersey oversized de cuello vuelto ASOS design,15.0,"Jersey de punto con cuello vuelto y mangas abiertas oversized de ASOS design
Estado 9/10
talla M fits L"
146,BON ÉTAT,18,"GENOA, ITALIA",I'M BRIAN ,S,2022-03-31 18:40:18.404823,Maglione,20.0,Indossato poche volte
147,NEUF SANS ÉTIQUETTE,1,"SAINT-MAUR-DES-FOSSÉS, FRANCE",MANOUKIAN ,L,2022-04-04 17:58:18.404826,Col roulé,7.0,"très bon état,jamais porté !"
148,BON ÉTAT,1,BELGIQUE / BELGIË,,M,2022-04-04 18:40:18.404829,Sous pull noir,1.0,taille unique
149,NEUF SANS ÉTIQUETTE,1,"ORANGE, FRANCE",DEVRED ,M,2022-04-04 15:40:18.404831,Pull col roule,20.0,Pull col roule jamais mis
150,NEUF SANS ÉTIQUETTE,1,"STRASBOURG, FRANCE",JACK & JONES ,S,2022-04-04 18:01:18.404834,Pull col roulé noir,15.0,Col roulé noir Jack&Jones neuf jamais porter taille normal pour un S / bonne coupe / très agréable à porter / pull assez fin
151,BON ÉTAT,17,"LANUVIO, ITALIA",FRED PERRY ,S,2022-03-28 18:40:18.404837,Maglioncino Fred Perry,10.0,"Indossato, taglia S, morbido e confortevole"
152,NEUF SANS ÉTIQUETTE,2,"RENNES, FRANCE",JULES ,M,2022-04-04 18:21:18.404840,Col roulé,5.0,"Col roulé jamais porté.
en parfait état."
153,TRÈS BON ÉTAT,156,"ROMA, ITALIA",MAURO GRIFONI ,L,2022-04-04 18:40:18.404846,maglione panna Grifoni,109.0,"maglione panna Grifoni praticamente mai utilizzato, morbidissimo, collo alto. Taglia 52, ma veste una 50"
154,TRÈS BON ÉTAT,158,"ROMA, ITALIA",CONTE BRACCHESCHI PURE CASHMERE ,M,2022-04-04 18:40:18.404849,maglione puro cashmere panna,130.0,"Maglione puro cashmere morbidissimo, come nuovo, luxury brand, di alta qualità, mezzo collo, colore panna.
Taglia 48-50, perfetto anche over per donna."
155,TRÈS BON ÉTAT,338,"ROMA, ITALIA",MARNI ,L,2022-04-04 18:40:18.404851,Cardigan Marni,95.0,"cardigan Marni
composizione: lana, cashmere, seta
sabbia e grigio scuro
taglia 48
ottima vestibilità"
156,TRÈS BON ÉTAT,118,"ROMA, ITALIA",FILA ,,2022-04-04 18:40:18.404853,Borsone Fila,45.0,"Borsone Fila, ideale da viaggio o da palestra
Resistente, materiale tecnico
tasca laterale e tracolla"
157,TRÈS BON ÉTAT,207,"ROMA, ITALIA",COMME DES GARÇONS ,M,2022-04-04 18:40:18.404856,bomber Fred perry /comme des garcons,50.0,ottime condizioni
158,TRÈS BON ÉTAT,1,"BARI, ITALIA",CANDIDA ,S,2022-04-04 18:40:18.404858,Maglio a collo alto,15.0,"maglione a collo alto di premium label CANDIDA, caldissimo e comodo, veste aderente.prezzo trattabile"
159,TRÈS BON ÉTAT,4,"LA BAULE-ESCOUBLAC, FRANCE",DEVRED ,XXL,2022-04-04 16:40:18.404861,Pull col roulé,10.0,"pull à col roulé devred 
envoi rapide et soigné 
taille XXL"
160,BON ÉTAT,27,ITALIA,DECATHLON ,XL,2022-03-28 18:40:18.404863,Maglione collo alto,5.0,Indossato poche volte maglione blu ottima vestibilità
161,TRÈS BON ÉTAT,86,"TALENCE, FRANCE",ERIC BOMPARD ,XS,2022-04-04 18:40:18.404866,Pull col roulé Éric bompard taille xs,100.0,pull Eric bompard col roulé taille l mais à rétrécit va pour un xs.s maintenant c’est du 6 fils prix boutique 335 euros
162,TRÈS BON ÉTAT,6,"AMSTERDAM, NEDERLAND",DANIËLLE CATHARI ,S,2022-04-04 15:40:18.404868,Danielle Cathari trui bruin S,45.0,Danielle Cathari trui - SMALL
163,TRÈS BON ÉTAT,4,"PARIS, FRANCE",FABRIKA ,L,2022-04-04 14:40:18.404871,Colle rouler,5.0,porté quelque fois taille correctement
164,NEUF SANS ÉTIQUETTE,34,"FROIDCHAPELLE, BELGIQUE / BELGIË",TOMMY HILFIGER ,L,2022-03-23 18:40:18.404874,Pull capuche Tommy Hilfiger,50.0,"Comme neuf, porté 2 fois"
165,NEUF AVEC ÉTIQUETTE,78,FRANCE,AMI ,L,2022-04-04 10:40:18.404876,ami pull L,140.0,ami pull
166,TRÈS BON ÉTAT,4,"MADRID, ESPAÑA",UNIQLO ,M,2022-04-04 18:40:18.404879,Sudadera uniqlo,10.0,perfecto estado
167,TRÈS BON ÉTAT,22,FRANCE,BRICE ,M,2022-04-04 18:40:18.404881,Col Roulé Brice,10.0,"Ce beau petit col roulé gris, très agréable à porter, taille très bien autant au niveau des bras que de la taille, mais je m'en sépare car je ne le mets tout simplement plus !

✅ Articles 100% authentiques

✅ Tout est négociable

✅ Envois rapides (le jour même ou le lendemain 🏎) et soignés (principalement avec Mondial Relay mais rien ne vous empêche de choisir un autre transporteur !😋)

🥳 Des réductions sur chaque article si vous me suivez sur mon compte Vinted ! Et encore + si vous me suivez sur mon Insta ! 🥳

(Exemple : Sur un article à 50€ → -5€ si vous me suivez sur Vinted/Instagram et -10€ si vous me suivez sur Vinted et Instagram !)

Venez faire un tour sur mon Insta : @_frayito 🤩"
168,NEUF SANS ÉTIQUETTE,100,"SIX-FOURS-LES-PLAGES, FRANCE",RALPH LAUREN ,XS,2022-03-30 18:40:18.404883,Col roulé Ralph Lauren,55.0,"Neuf jamais porté, très classe.
Taille normalement"
169,NEUF AVEC ÉTIQUETTE,196,FRANCE,STONE ISLAND ,L,2022-04-04 18:40:18.404886,Col roulé gris Stone Island L,107.0,"⬇️ Taille et informations ci-dessous ⬇️



État de l’article -> 8 /10🏷

Taille -> L ( convient à un M ) 📏

Infos défauts -> ❌

Mannequin -> 1m85 pour 70kg 

Instagram -> oneoff.industry 🚄

➡️ Pour voir les prochains articles en avant première 📆


#stoneisland #casual #streetwear"
170,NEUF SANS ÉTIQUETTE,61,"BARCELONA, ESPAÑA",LACOSTE ,L,2022-03-30 18:40:18.404888,Pull Lacoste Neuf Verd Logo Bordee L,60.0,"🔥pull unique trés exclusive🔥
Bordeé 🧵
⚡️ 9/10 en parfait état⚡️
 Expédition le jour même 📦
 100% d'origine🏷
Avez-vous besoin de mesures? Me demander!
 

Pull vintage Cotton camisa jersey rare vintage streetwear t sweater chaqueta abrigo cazadora harrington hoodie sudadera camisa"
171,NEUF AVEC ÉTIQUETTE,123,FRANCE,AMI ,L,2022-03-27 18:40:18.404891,Le pull ami L,130.0,Le pull ami
172,TRÈS BON ÉTAT,10,"PLEYBEN, FRANCE",RALPH LAUREN ,S,2022-04-04 18:40:18.404893,Sweat demi zip Ralph Lauren,40.0,"Porté quelque fois

Convient pour une personne d'environ 1m60-65"
173,NEUF SANS ÉTIQUETTE,3,"SAINT-PIERRE-LÈS-ELBEUF, FRANCE",KAPORAL ,XL,2022-04-04 15:40:18.404896,Pull léger Kaporal,10.0,"Pull léger kaporal 
Neuf jamais porté 
Taille XL"
174,BON ÉTAT,1,"HAGONDANGE, FRANCE",,S,2022-04-04 18:40:18.404898,Polo manches longues,8.0,en bon état
175,NEUF AVEC ÉTIQUETTE,61,"ALMADA, PORTUGAL",LACOSTE ,M,2022-03-27 18:40:18.404901,Pull Lacoste,80.0,"pull col zip Lacoste 
celui en vente est neuf jamais porté encore dans l’emballage jamais ouvert (acheté en double sans faire exprès) celui ci est le même que l’on a gardé 
prix neuf 120€"
176,NEUF SANS ÉTIQUETTE,671,"SAINT-MALO, FRANCE",SANDRO ,M,2022-04-04 18:40:18.404903,Col roulé Sandro 100% Cashmere,115.0,"Col roulé Sandro en très bon état 💎
Taille M
100% cashmere, très agréable à porter
La housse présente sur la photo n’est pas vendu avec❗️
100% Authentique ✅
Envoi le jour même ou le lendemain 📦⏳

🔔 N’hésite pas à t’abonner et regarder mes autres articles. Je poste régulièrement des articles de grandes marques ✅"
177,NEUF AVEC ÉTIQUETTE,2,"RIVES, FRANCE",NA-KD ,S,2022-04-04 18:40:18.404905,Pull chaud col roulé NA-KD 36,15.0,"Pull crème, jamais porté, neuf avec étiquette"
178,NEUF SANS ÉTIQUETTE,229,"NICE, FRANCE",AMI ,L,2022-04-04 18:40:18.404908,Col roulé Ami Paris,250.0,"porter 3 fois 
10/10 
Acheté sur nice à la boutique Lafabric 
acheter 400 euros 
taille L"
179,NEUF AVEC ÉTIQUETTE,2015,"LA HULPE, BELGIQUE / BELGIË",RALPH LAUREN ,L,2022-04-04 18:40:18.404910,Pull Ralph Lauren homme neuf motif Navajo (990€ prix boutique ),390.0,"Cadeau Noël 2021 jamais porté..
Toujours dans son sac Ralph 
Incroyablement doux et agréable à porter grâce au lambswool (feeling angora) on est avec ce pull sur les modèles haut de gamme dont les flag stores n'ont reçu qu un seul modèle par taille au vu du prix de vente (990 €)... mais chez Ralph la qualité est réellement au rendez vous sur ce genre de pièce haut de gamme ..ce qui est loin d être le cas pour toutes les marques !"
180,TRÈS BON ÉTAT,6,"LE MESNIL-SAINT-DENIS, FRANCE",LACOSTE ,S,2022-04-04 18:40:18.404912,Col roulé Lacoste vintage,34.0,"Pull en très bon état ! 
taille M - S
N’hésitez pas pour plus d’info"
181,TRÈS BON ÉTAT,2,ITALIA,MARELLA ,L,2022-04-04 18:40:18.404914,Maglioncino leggero collo alto Marella,8.0,In cotone ottima vestibilità leggermente corto ideale da indossare con pantaloni vita alta
182,TRÈS BON ÉTAT,86,ITALIA,TWIN SET ,S,2022-04-04 18:40:18.404917,Maglione Twin Set - Taglia S,25.0,Vendo Maglione Twin Set - Taglia S in ottime condizioni.
183,TRÈS BON ÉTAT,56,ITALIA,ANDREA FENZI ,XXL,2022-04-04 18:40:18.404919,Maglione Andrea Fenzi - Taglia 56,35.0,Vendo Maglione Andrea Fenzi - Taglia 56 in perfette condizioni e usato forse due volte. Caratteristiche e dimensioni le trovate nelle fotografie.
184,TRÈS BON ÉTAT,7,ITALIA,HENRY COTTON´S ,XXL,2022-04-04 18:40:18.404921,Maglione Henry Cotton’s - Taglia XXL,40.0,"Vendo Maglione Henry Cotton’s - Taglia XXL. 100% Lana. Indossato solo una volta, le misure le trovate nelle fotografie"
185,TRÈS BON ÉTAT,1124,ITALIA,GUCCI ,,2022-04-04 18:40:18.404923,Zaino Gucci in Pelle Blu - Unisex,480.0,Vendo Zaino Gucci in Pelle Blu - Unisex utilizzato solo una volta ed in condizioni praticamente perfette.
186,NEUF SANS ÉTIQUETTE,420,ITALIA,MISSONI ,M / 38 / 10,2022-04-04 18:40:18.404925,Vestito Missoni,110.0,"Mai indossato, come nuovo"
187,TRÈS BON ÉTAT,1,"KALMTHOUT, BELGIQUE / BELGIË",RECLAIMED VINTAGE ,M,2022-04-04 18:25:18.404928,Coltrui reclaimed vintage,20.0,"mooie oversized coltrui van Reclaimed Vintage 
maat M en in goede staat"
188,TRÈS BON ÉTAT,1,"CORNO GIOVINE, ITALIA",KILKENNY ,L,2022-04-04 18:31:18.404931,Maglione uomo,20.0,Ottima vestibilità
189,TRÈS BON ÉTAT,1,"AMANDOLA, ITALIA",FRED PERRY ,XXXL,2022-04-04 18:07:18.404933,Maglioncino uomo,45.0,In lana. 2 bottoni. Ottime condizioni. Lavata una volta in lavanderia. Si è subito un lato dell etichetta. Peso 350g circa.
190,TRÈS BON ÉTAT,1,"GOUDA, NEDERLAND",INDICODE ,L,2022-04-04 18:24:18.404936,Vest indicode,10.0,"Warm trui , geen beschadigd , helaas te groot voor mij."
191,BON ÉTAT,1,"MÂCON, FRANCE",,S,2022-04-04 18:03:18.404939,Pull homme,5.0,Vend ce pull homme taille S
192,NEUF SANS ÉTIQUETTE,2,"SAINT-MAUR-DES-FOSSÉS, FRANCE",MANOUKIAN ,L,2022-04-04 17:56:18.404941,Col roulé,7.0,"très bon état,jamais porté !"
193,BON ÉTAT,2,BELGIQUE / BELGIË,,M,2022-04-04 18:40:18.404944,Sous pull noir,1.0,taille unique
194,NEUF SANS ÉTIQUETTE,2,"ORANGE, FRANCE",DEVRED ,M,2022-04-04 15:40:18.404946,Pull col roule,20.0,Pull col roule jamais mis
195,NEUF SANS ÉTIQUETTE,2,"STRASBOURG, FRANCE",JACK & JONES ,S,2022-04-04 17:59:18.404949,Pull col roulé noir,15.0,Col roulé noir Jack&Jones neuf jamais porter taille normal pour un S / bonne coupe / très agréable à porter / pull assez fin
196,NEUF SANS ÉTIQUETTE,4,"RENNES, FRANCE",JULES ,M,2022-04-04 18:19:18.404951,Col roulé,5.0,"Col roulé jamais porté.
en parfait état."
197,TRÈS BON ÉTAT,2,"BARI, ITALIA",CANDIDA ,S,2022-04-04 18:40:18.404954,Maglio a collo alto,15.0,"maglione a collo alto di premium label CANDIDA, caldissimo e comodo, veste aderente.prezzo trattabile"
198,TRÈS BON ÉTAT,5,"LA BAULE-ESCOUBLAC, FRANCE",DEVRED ,XXL,2022-04-04 16:40:18.404956,Pull col roulé,10.0,"pull à col roulé devred 
envoi rapide et soigné 
taille XXL"
199,TRÈS BON ÉTAT,7,"AMSTERDAM, NEDERLAND",DANIËLLE CATHARI ,S,2022-04-04 15:40:18.404959,Danielle Cathari trui bruin S,45.0,Danielle Cathari trui - SMALL
200,NEUF SANS ÉTIQUETTE,1,"SAINT-ÉTIENNE, FRANCE",CELIO ,L,2022-04-04 18:34:18.404961,Pull Celio,10.0,Pull Celio neuf jamais porté taille L
201,TRÈS BON ÉTAT,5,"MADRID, ESPAÑA",UNIQLO ,M,2022-04-04 18:40:18.404964,Sudadera uniqlo,10.0,perfecto estado
202,TRÈS BON ÉTAT,11,"PLEYBEN, FRANCE",RALPH LAUREN ,S,2022-04-04 18:40:18.404966,Sweat demi zip Ralph Lauren,40.0,"Porté quelque fois

Convient pour une personne d'environ 1m60-65"
203,TRÈS BON ÉTAT,2,"SAN MAURO PASCOLI, ITALIA",UOMO ,M,2022-04-04 15:40:18.404969,maglione uomo,15.0,"indossato pochissimo , nessun difetto ottime condizioni ottimi materiali 
#reaven #reavenhoodie"
204,BON ÉTAT,3,FRANCE,G-STAR ,S,2022-04-04 15:40:18.404971,Pull laine gris G-star,10.0,"pull homme
en laine grise
marque G-star
bon etat 
taille S"
205,TRÈS BON ÉTAT,1,"SINT-JORIS-WEERT, BELGIQUE / BELGIË",QUICK SILVER  ,M,2022-04-04 15:40:18.404974,Grijze trui quicksilver,10.0,"goede staat ,2 keer gedragen"
206,TRÈS BON ÉTAT,2,"SUBIACO, ITALIA",S.OLIVER ,M,2022-04-04 18:08:18.404976,Set maglioni uomo,10.0,Come nuovi
207,TRÈS BON ÉTAT,2,"TEO, ESPAÑA",VINTAGE ,M,2022-04-04 18:40:18.404979,Jersey vintage,7.0,Buen estado
208,TRÈS BON ÉTAT,1,"LILLE, FRANCE",DEVRED ,M,2022-04-04 18:07:18.404981,pull Devred Taille M,3.5,A vendre pull Devred Taille M en très bon état
209,TRÈS BON ÉTAT,4,"PARIS, FRANCE",AMERICAN VINTAGE ,M,2022-04-04 18:40:18.404983,Pull col roulé American Vintage,20.0,Très peu porté. Vendu car trop petit.
210,BON ÉTAT,7,"PAMPLONA/IRUÑA, ESPAÑA",TOMMY HILFIGER ,M,2022-04-04 15:40:18.404986,Jersey canalé Tommy Hilfiger marrón,14.0,Está usado pero está muy bien. Es talla M.
211,TRÈS BON ÉTAT,87,ITALIA,TWIN SET ,S,2022-04-04 18:40:18.404988,Maglione Twin Set - Taglia S,25.0,Vendo Maglione Twin Set - Taglia S in ottime condizioni.
212,TRÈS BON ÉTAT,57,ITALIA,ANDREA FENZI ,XXL,2022-04-04 18:40:18.404991,Maglione Andrea Fenzi - Taglia 56,35.0,Vendo Maglione Andrea Fenzi - Taglia 56 in perfette condizioni e usato forse due volte. Caratteristiche e dimensioni le trovate nelle fotografie.
213,TRÈS BON ÉTAT,8,ITALIA,HENRY COTTON´S ,XXL,2022-04-04 18:40:18.404993,Maglione Henry Cotton’s - Taglia XXL,40.0,"Vendo Maglione Henry Cotton’s - Taglia XXL. 100% Lana. Indossato solo una volta, le misure le trovate nelle fotografie"
214,TRÈS BON ÉTAT,1125,ITALIA,GUCCI ,,2022-04-04 18:40:18.404995,Zaino Gucci in Pelle Blu - Unisex,480.0,Vendo Zaino Gucci in Pelle Blu - Unisex utilizzato solo una volta ed in condizioni praticamente perfette.
215,NEUF SANS ÉTIQUETTE,421,ITALIA,MISSONI ,M / 38 / 10,2022-04-04 18:40:18.404998,Vestito Missoni,110.0,"Mai indossato, come nuovo"
216,TRÈS BON ÉTAT,1,"SAINT-ROMAIN-EN-JAREZ, FRANCE",SCOTT ,XL,2022-04-04 18:21:18.405000,Pull homme manches longues,3.0,Très bon état porté une fois. Laine épaisse
217,TRÈS BON ÉTAT,4,"PONTONX-SUR-L'ADOUR, FRANCE",QUECHUA ,M,2022-04-04 18:40:18.405003,Tee shirt manches longues,2.0,Tee shirt manches longues taille M Quechua qui tient chaud pour homme. Mis 1 fois.
218,NEUF SANS ÉTIQUETTE,1,PORTUGAL,MO ,M,2022-04-04 18:40:18.405005,Malha MO homem Nova,8.0,"Malha MO Homem NOVA
Cor Azul Escuro; Tamanho M"
219,TRÈS BON ÉTAT,2,"AULNAY-SOUS-BOIS, FRANCE",UNIQLO ,M,2022-04-04 14:40:18.405007,Col roulé uniqlo,6.0,pull col roulé de a marque uniqlo taille M
220,TRÈS BON ÉTAT,4,"LUCCIANA, FRANCE",PRIMO EMPORIO ,M,2022-04-04 15:40:18.405010,Pull col rouler,20.0,"Vends beau pull col rouler noir 
⚠️ Taille M mais correspond à un S ⚠️

Acheter sur Vinted mais trop petit pour moi
Très beau et de bonne qualité. 
Unisexe, il fera très bel effet aussi bien sur une femme que sur un homme."
